;tipoequipamento;modelo;cidade;estabelecimento;custo_km;ml_good_or_bad;recomend_replacement;consensus_count;model_agreement;trend_detected;relationship;performance_reliability;ml_weight_score;description;action_summary;feature_context;target_feature
315;CAMINHONETE;HILUX;CABO DE SANTO AGOSTINHO;POSTO SAO CRISTOVAO LTDA;0.77;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
316;VEÍCULO;CRONOS;RECIFE;POSTO F V V LTDA;0.5;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
317;CAMINHONETE;S10;Arcoverde;L C F COMBUSTIVEIS LTDA;0.76;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
318;VEÍCULO;ONIX;RECIFE;POSTO F V V LTDA;0.57;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;modelo-cidade-estabelecimento;tipoequipamento
319;CAMINHONETE;STRADA;Joinville;AUTO POSTO HEMEROCALLIS LTDA;0.38;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
320;AUTOMÓVEL;SPIN 1.8 L;Ipiaú;POSTO RAVILU DE IPIAU LTDA;0.55;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
321;AUTOMOVEL;VOYAGE;Camaçari;CORESFIL COMERCIO REVENDEDOR DE COMBUSTIVEIS LTDA;0.28;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;modelo-cidade-estabelecimento;tipoequipamento
322;MICRO ONIBUS;VOLARE;SANTO AMARO;AGB DERIVADOS DE PETROLEO LTDA;0.89;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;modelo-cidade-estabelecimento;tipoequipamento
323;VEÍCULO;SAVEIRO;CAMPINA GRANDE;MARCIA MOURA RAMADAN ME;0.56;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;modelo-cidade-estabelecimento;tipoequipamento
324;CAMINHONETE;RANGER;São Luís;L S COMERCIO E SERVICOS LTDA;0.68;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
325;CAMINHONETE;HILUX;Recife;POSTO DE ABASTECIMENTO IPSEP LTDA;0.58;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
326;AUTOMÓVEL;GOL;Colinas;ANA MARIA DINIZ MAMEDES;0.58;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
327;AUTOMOVEL;SPIN;Itabuna;FAMA COMERCIO DE COMBUSTIVEIS LTDA;0.55;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
328;AUTOMÓVEL;PALIO;Aratuípe;DERIVADO DE PETROLEO ARATUIPE LTDA;0.7;bad;yes;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;modelo-cidade-estabelecimento;tipoequipamento
329;CAMINHÃO;26-280 E Constel. 6x4 2p (diesel)(E5);Rio Bananal;AUTO POSTO SANTA ANA LTDA;3.9;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
330;AUTOMÓVEL;DUSTER;Cabrobó;LIMA E MARQUES LTDA;0.73;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
331;AUTOMOVEL;VOYAGE;São Luís;L S COMERCIO E SERVICOS LTDA;0.51;bad;yes;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;modelo-cidade-estabelecimento;tipoequipamento
332;PICKUP LEVE;Sprinter 415 Chassi L. 2.2 Diesel;SALVADOR;S R B REVENDEDORA DE COMBUSTIVEIS E LUBRIF. LTDA;0.77;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
333;PICKUP;HILUX;São Luís;L S COMERCIO E SERVICOS LTDA;0.88;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;modelo-cidade-estabelecimento;tipoequipamento
334;VEÍCULO;CRETA;Lages;REDE DE POSTOS R4 LTDA;0.58;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
335;CAMINHÃO MUNCK;ATEGO 1719;Goianésia;AUTO POSTO PARA LTDA;2.01;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;modelo-cidade-estabelecimento;tipoequipamento
336;CAMINHONETE;S10;COLINAS;GAS DO SERTAO LTDA;0.84;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
337;PICKUP MEDIA;HILUX;BARUERI;SOL DIESEL DERIVADOS DE PETROLEO LTDA;0.81;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
338;CAMINHONETE;L200;Bacabeira;AGUIAR PETROLEO E LOCACOES LTDA;0.93;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
339;EQUIPAMENTO;SPIN 1.8 L;Garanhuns;FRANCISCO EXPEDITO DA PAZ NOGUEIRA FILHO;0.71;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
340;VEÍCULO;DUSTER;Caruaru;AUTO POSTO LUCENA LTDA;0.67;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
341;CAMINHÃO TANQUE;CARGO;Candeias;POSTO DE COMBUSTIVEL E LUBRIFICANTES CORREIA LTDA;2.15;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;modelo-cidade-estabelecimento;tipoequipamento
342;VAN;MASTER;COLINAS;GAS DO SERTAO LTDA;0.78;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
343;UTILITÁRIO;HILUX;Parauapebas;AUTO POSTO SERENO LTDA;0.84;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;modelo-cidade-estabelecimento;tipoequipamento
344;VEÍCULO;POLO;Paulista;POSTO SAO BENTO DERIVADOS DE PETROLEO LTDA;0.72;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;modelo-cidade-estabelecimento;tipoequipamento
345;PICKUP;SAVEIRO CS;Anápolis;AUTO POSTO BRASCOM LTDA;0.63;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
346;VEÍCULO;UNO ATTRACTIVE 1.4 EVO Fire Flex 8V 2p;Alagoinhas;POSTO ESTRELA DA 101;0.65;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;modelo-cidade-estabelecimento;tipoequipamento
347;CAMIONETA USO MISTO;KOMBI;SANTO AMARO;AGB DERIVADOS DE PETROLEO LTDA;0.76;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
348;VEÍCULO;GOL;ARACAJU;ALPHA COMERCIAL DE COMBUSTIVEIS LTDA;0.76;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;modelo-cidade-estabelecimento;tipoequipamento
349;CAMIONETA USO MISTO;KOMBI;SANTO AMARO;AGB DERIVADOS DE PETROLEO LTDA;0.71;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
350;AUTOMÓVEL;Gol 1.0;Paulista;MASTER POSTO LTDA;0.51;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
351;LEVE;Gol (novo) 1.0 Mi Total Flex 8V 2p;Salvador;ESR COMERCIO DE COMB E SERV LTDA;0.66;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
352;CAMINHONETE;L200 TRITON;Buriticupu;P J COMBUSTIVEIS LTDA;1.0;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
353;CAMINHONETE;HILUX;São Luís;L S COMERCIO E SERVICOS LTDA;0.57;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
354;CAMIONETA USO MISTO;STRADA ENDURANCE CS;São José de Ribamar;L S COMERCIO E SERVICOS LTDA;0.58;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;modelo-cidade-estabelecimento;tipoequipamento
355;CAMINHONETE;MONTANA;DUAS BARRAS;POSTO DE GASOLINA BIBARRENSE LTDA;0.62;bad;yes;1;2;Inconsistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;modelo-cidade-estabelecimento;tipoequipamento
356;CAMINHONETE;S10 Pick-Up LS 2.8 TDI 4x4 CD Dies. Mec.;CARPINA;EDU PETRO COMBUSTIVEIS LTDA;0.79;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
357;CAMINHONETE;S10 Pick-Up LS 2.8 TDI 4x4 CD Dies. Mec.;PETROLINA;Posto Horizonte LTDA - EPP;0.76;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
358;LEVE;KICKS;Salvador;3 L COMERCIO DE COMB E LUBRIF LTDA;0.55;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
359;AUTOMÓVEL;ARGO;Salgueiro;VERDEJANTE COMERCIAL LTDA;0.57;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;modelo-cidade-estabelecimento;tipoequipamento
360;VEÍCULO;AZERA;Feira de Santana;SAO TOME COMERCIO DE COMBUSTIVEIS LTDA;0.56;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
361;AUTOMÓVEL;DUSTER;CABO DE SANTO AGOSTINHO;POSTO SAO CRISTOVAO LTDA;0.6;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;modelo-cidade-estabelecimento;tipoequipamento
362;CAMINHONETE;S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel Aut;MOSSORÓ;FRANCISCO ASSIS NETO POSTO IGUANA;1.2;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;modelo-cidade-estabelecimento;tipoequipamento
363;VEÍCULO;ARGO;Petrolina;DELTA COMERCIO DE DERIVADOS DE PETROLEO LTDA EPP;0.75;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;modelo-cidade-estabelecimento;tipoequipamento
364;CAMINHONETE;S10;Santa Inês;POSTO MAGNOLIA LTDA;0.74;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
365;VEÍCULO;RENEGADE;Recife;SERVICAR S/A;0.87;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
366;AUTOMÓVEL;HILUX;CARPINA;EDU PETRO COMBUSTIVEIS LTDA;0.63;bad;yes;1;2;Inconsistent Trend;Clear Relationship;0.33;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;modelo-cidade-estabelecimento;tipoequipamento
367;EQUIPAMENTO;VM 270 6X4 2p (diesel) (E5);Nova Venécia;ALTOE REVENDEDORA DE COMBUSTÍVEIS LTDA;2.99;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
368;EQUIPAMENTO;S10;Floresta;PARATY AUTO POSTO LTDA;0.74;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
369;AUTOMOVEL;ARGO;São Luís;L S COMERCIO E SERVICOS LTDA;0.67;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;modelo-cidade-estabelecimento;tipoequipamento
370;AUTOMÓVEL;HILUX;Presidente Dutra;NC DISTRIBUIDORA DE COMBUSTIVEIS PD LTDA;0.97;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;modelo-cidade-estabelecimento;tipoequipamento
371;CAMINHÃO;26-280 E Constel. 6x4 2p (diesel)(E5);Rio Bananal;AUTO POSTO SANTA ANA LTDA;3.16;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
372;EQUIPAMENTO;S10 LS DD4;MOSSORÓ;FRANCISCO ASSIS NETO POSTO IGUANA;0.91;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;modelo-cidade-estabelecimento;tipoequipamento
373;LOCADO;ONIX 1.0 MT LT;Natal;REDINHA COMERCIAL DE COMBUSTIVEL DOMINGOS LTDA;0.53;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;modelo-cidade-estabelecimento;tipoequipamento
374;LEVE;Gol (novo) 1.0 Mi Total Flex 8V 2p;Salvador;POSTO 4 COMERCIO DE COMBUSTIVEIS LTDA;0.57;good;no;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;modelo-cidade-estabelecimento;tipoequipamento
375;MOTOCICLETA;XRE 300;Recife;SERVICAR S/A;0.24;bad;yes;3;3;Consistent Trend;Potential Anomaly;0.0;-5;Anomalia potencial com padrões inconsistentes;Sugerir substituição imediata devido a problemas críticos na confiabilidade e anomalias.;modelo-cidade-estabelecimento;tipoequipamento
376;PASSEIO;CRONOS;São Luís;L S COMERCIO E SERVICOS LTDA;0.5;good;yes;1;2;Inconsistent Trend;Clear Relationship;0.67;3;Baixa confiança, mas desempenho confiável e padrão consistente;Revisar substituição devido a problemas moderados de confiabilidade ou consistência.;modelo-cidade-estabelecimento;tipoequipamento
