;nota_fiscal_id;status;nome_serv;valor;consensus_count;model_agreement;trend_detected;relationship;performance_reliability;ml_weight_score;description;action_summary;feature_context;target_feature
328;133661.0;VALIDO;Gasolina;105.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
329;;VALIDO;Diesel S10;1500.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
330;;VALIDO;Gasolina;186.22;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
331;;VALIDO;Diesel S10;210.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
332;129003.0;VALIDO;Gasolina;177.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
333;;VALIDO;Diesel S10;351.71;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
334;;VALIDO;Gasolina;98.48;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
335;;VALIDO;Gasolina;136.1;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
336;;VALIDO;Gasolina;106.54;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
337;;VALIDO;Etanol;47.42;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
338;129003.0;VALIDO;Gasolina;96.43;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
339;;VALIDO;Gasolina;32.02;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
340;;VALIDO;Gasolina;87.14;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
341;;VALIDO;Diesel;1000.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
342;131795.0;VALIDO;Diesel S10;104.7;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
343;;VALIDO;Gasolina;2.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
344;129968.0;VALIDO;Gasolina;197.6;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
345;;VALIDO;Gasolina;182.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
346;;VALIDO;Gasolina;148.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
347;129003.0;VALIDO;Gasolina;80.87;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
348;;VALIDO;Gasolina;140.4;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
349;190016.0;VALIDO;Gasolina;245.98;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
350;;VALIDO;Gasolina;36.01;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
351;;VALIDO;Gasolina;23.24;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
352;;VALIDO;Diesel S10;200.07;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
353;118890.0;VALIDO;Gasolina;92.03;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
354;;VALIDO;Diesel S10;163.11;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
355;;VALIDO;Diesel S10;179.3;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
356;;VALIDO;Gasolina;212.01;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
357;;VALIDO;Gasolina;179.71;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
358;;VALIDO;Gasolina;187.2;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
359;;VALIDO;Gasolina;136.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
360;;VALIDO;Etanol;100.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
361;;VALIDO;Etanol;23.15;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
362;;VALIDO;Gasolina;154.23;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
363;;VALIDO;Gasolina;33.66;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
364;;VALIDO;Gasolina;2.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
365;;VALIDO;Gasolina;177.27;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
366;;VALIDO;Etanol;83.75;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
367;;VALIDO;Gasolina;136.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
368;;VALIDO;Gasolina;211.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
369;;VALIDO;Gasolina;36.06;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
370;;VALIDO;Diesel S10;190.11;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
371;;VALIDO;Etanol;10.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
372;;VALIDO;Diesel S10;447.79;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
373;;VALIDO;Diesel S10;452.66;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
374;;VALIDO;Diesel S10;439.7;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
375;;VALIDO;Diesel S10;510.91;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
376;;VALIDO;Gasolina;136.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
377;;VALIDO;Diesel S10;423.92;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
378;;VALIDO;Diesel S10;196.85;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
379;;VALIDO;Diesel S10;423.13;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
380;;VALIDO;Diesel S10;418.21;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
381;61719.0;VALIDO;Diesel;202.82;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
382;;VALIDO;Diesel S10;207.01;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
383;;VALIDO;Gasolina;35.42;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
384;;VALIDO;Diesel S10;438.03;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
385;;VALIDO;Diesel S10;263.29;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
386;;VALIDO;Gasolina;150.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
387;;VALIDO;Diesel S10;421.09;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
388;;VALIDO;Gasolina;135.75;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
389;;VALIDO;Etanol;67.95;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
390;;VALIDO;Diesel S10;438.69;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
391;;VALIDO;Gasolina;167.72;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
392;;VALIDO;Diesel S10;516.13;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
393;;VALIDO;Gasolina;222.06;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
394;;VALIDO;Diesel S10;397.23;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
395;521838.0;VALIDO;Diesel;224.66;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
396;61719.0;VALIDO;Diesel;148.09;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
397;;VALIDO;Etanol;120.49;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
398;;VALIDO;Gasolina;136.1;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
399;;VALIDO;Gasolina;1.0;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
400;;VALIDO;Gasolina;245.01;3;3;Consistent Trend;Clear Relationship;1.0;5;Alta confiança com confiabilidade elevada e padrão consistente;Alta previsibilidade: continuar com a abordagem atual.;nota_fiscal_id-nome_serv;status
